sentimen,tweet,labels
positif,gue juga aku janjijanji pak prabowo ya terlalu umum tidak spesifik misal janji harga sembako murah nah ini mekanisme bagaimana kasih tau tidak cara ke masyarakat jadi ya untuk masyarakat yang oportunis mikirnyalah apa ini tidak sentuh hidup gue langsung,2
positif,menang indonesia adalah menang prabowo sandy indonesia makmur daulat ekonomi pangan hanya dengan tempat mungut suara daulat negara hanya dengan tempat mungut suara,2
netral,ada yang punya tulis dari media atau apa itu media yang netral ya bukan media yang pro sana sini kena kuat dan lemah perintah pak jokowi di bidang ekonomi,1
positif,isu murah salah satu contoh yang tunjuk minim kreativitas kubu hoaks fitnah dan pecahbelah terlalu mudah buat mentah sayang saya tak tahu harga partai media sosial pada komitmen di clean dan clear pictwittercomhvcnhvvqe,2
negatif,how to repair that shit dudemisal kata prabowo saya akan turun harga sembako tapi program nya tidak disampaikantapi lihat program jokowi turun harga sembako dengan kartu sembako murahso program siapa yang lebih konkret dan jelas kalau cuma kata saya akan semua bisa,0
negatif,saya juga mau keluh pak abdillah sejak presiden jokowi pacar saya makin tua saja tampil bijak pak jokowi tidak pihak kepada kami yang lagi pacar mudah oke oceh nya pak sandi bisa atas masalah tua pacar syharga kosmetik mahal semua,0
netral,mau tanya kan aku lihat prabowo itu ahli militer dan sandi ahli ekonomi boleh tidak aku cucuk dua,1
positif,beda nya di masa depan adalah bijak susilo bambang yudhoyono tinggal hanya buah catat histori di masa lalu sedang jokowi beri legacy ekonomi dan bangun untuk generasi lanjut,2
positif,saat ini hanya pemimpn aktif yang tidak mau di gaji paus fransiskus dan donald trump insya allah prabowosandi susul,2
positif,saya dan saudara saudara saya bangsa dan tanah air juga bangga jadi indonesia negeri indah permai kayak ragam budaya adat istiadat yang kagum dunia harta tak nilai harga walau nilai dengan gunung emas sekalipun,2
negatif,terus kamu mau nudih yang fitnah dari pqk yaawoiigak pikir kamu hidup kasih makan anak bini fan hidup keluarga kamu semua dari gaji uang rakyatkrja kamu cuma teriak demi bela sih bos tanpa pikir reputasi hasil kerja halal apa haram kamu embat,0
negatif,haha dungu kamu prabowo adalah ikhlas gaji saja beri kepada negara bila pilih,0
netral,prabowo janji tumbuh ekonomi rizal ramli jelas cara lewat cc,1
negatif,jokowi juga punya sejarah yang tidak bisa di hapus contoh naik listrik sembako bahan bakar minyak gaji pegawai negeri sipil cuma naik itu pun jelas pilih presiden x tidak datang k acara pbb di sebut sama menteri presiden grusak grusuk janji membebaskn abu bakar baasyir malah gajd aparatur sipil negara jual beli jabat kasus novel dan lain lain,0
positif,presiden jokowi bijak dalam anggar kue bangun ekonomi lebih rata beliau kurang subsidi untuk penting ekonomi lain yang lebih fundamental yaitu infrastruktur,2
netral,dukung prabowo dahlan iskan sebut jokowi gagal penuh janji di bidang ekonomi cc,1
negatif,jika di lihat di awal perintah pak susilo bambang yudhoyono tahun tumbuh ekonomi kita alami hal yangenggembirakan yaitu naik nah jokowi janji nyata ini bisa di simpul dia asal buat janji ketika tidak capai alas ekonomi makro,0
netral,prabowo ekonomi ri salah arah karena salah presidenpresiden belum jokowi,1
positif,lihat jelas dalam debat akhir jokowi sangat kuasa jalan debat mana beliau tegas kepada lawa tentang ekonomi makro dan mikro,2
negatif,ketika orang presiden anggap main bocah bagai solusi ekonomi nasional waktu anda habis jokowi,0
netral,prabowosandiaga janji tak ambil gaji karena sudah mampu cara ekonomi,1
positif,jokowi juga ingin pasu digital ekonomi lalu anak anak muda kita yang sudah kembang teknologi dan gabung dengan hasil tani tani maupun ikan untuk lebih luas jual kepada konsumen,2
positif,terima kasih pak jokowi pimpin kami satu periode lagi untuk indonesia bartambah maju aku cinta indonesia negara satu republik indonesia pancasila harga mati pictwittercomqpavzheen,2
negatif,ajar ekonomi mikro dan makro ke raja bisnis mereka lupa bahwa pak prabowo dan bang sandi usaha top,0
netral,namun prabowo justru nilai kondisi sebut bukan salah jokowi bagai presiden saat ini tapi salah dari presidenpresiden belum debat calon presiden prabowo salah presiden belum jokowi kait kondisi ekonomi lewat,1
positif,jokowi baik ekonomi indonesia raya sih sandi masih gelut dengan ekonomi bu mia beda kelas bangaatt,2
netral,ogah ambil gaji presiden intip harta kaya prabowosandiaga besar hasil ri,1
netral,prabowosandi janji tak ambil gaji jika menang pilpres pictwittercomoqrtnvssjl,1
positif,esport lagi buming sudah jadi hobi dan tanding banyak negara bahkan asi games dan asean games dan itu tanya yang millenial banget kamu bicara perata sejahtera calon bagi dari elite yang gaji karyawannya katung jokowi sudah praktek tanya,2
positif,cara garis besar jokowi tanya ekonomi digital yang di dalam ada bisnis games buat game dan main game kalau lebih simplenya anda pasti sering buka playstore dan ekonomi digital lain masih banyak pak jokowi hanya sebut salah satu saja,2
negatif,santun kalau tumbuh ekonomi buat apa,0
positif,tidak penting soal kita akan lapar yang penting bagaimana perintah jamin harga bahan baku dippasaran,2
negatif,gaji peser tak ambil hanya ambil untuk balik modal dan bayar hutang prabowo t saja ya keuntungam sekian t wooooii lelembut kami rakyat indonesia tidak bodoh dukung yang juta umat itu,0
negatif,debat ke prabowo mau ajar ekonomi ke tiongkok lupa kalau kampret benci cina author mora sifudan di debat caprescawapres malam ini prabowo usul agar indonesia,0
positif,jika mau harga bahan pokok jangkau tenaga medis pasien di baik sejahtera guru honorer mudah lapang kerja maka tusuk ini time we have a presiden who is proud to stand up for people,2
positif,yaelaah pak jokowi kalau mau turun itu harga bisa saja x semua kan butuh hitung yang cermat dan matang tidak asal,2
positif,saya bukan kata itu bukan ekonomi makro bos tapi jangan jadi itu bagai alas nyata tumbuh ekonomi kita cuma kok rendah ya itu memang ekonomi makro nah jokowi sudah gagal nih kelola ekonomi makro ya kan sudah saat nya di ganti,2
netral,pada debat tadi malam calon presiden nomor urut sempat tutur jika ekonomi indonesia salah arah yang tanda dengan alir kaya ke luar negeri temu sesuai nyata ikut ini pictwittercomtwybxhcoh,1
negatif,nama saja prabowo tuding susilo bambang yudhoyono balik semua salah ekonomi indonesia teguh jangan di dengerlah sih prabowo itu,0
negatif,rakyat butuh fundamental ekonomiyaitu pangan sandang dan papanbukan digital model mobile legendtimeout for citra,0
netral,tanya soal esports oleh jokowi prabowo minta sandiaga yang jawab idn times jokowi tanya soal ekonomi digital esport ke prabowo pictwittercomeroyifpu,1
negatif,adegan iconik di debat ke prabowo ekonomi kita puruk karena ada elite kuasa dan nikmat kaya bangsa ini kiai sama apa bapak masuk itu prabowo ya saya yang itu oalahselama ini prabowo lagi bicara diri sendiri toh hehe,0
positif,saya percaya karena telah bukti mereka bisa hidup mapan hormat sangkin mapan trhormatnya khidupn mereka gaji pun tak niat mereka ambil mereka jadi calon presiden bukan untuk cari kaya tetapi ingin msyarakt indonesia mapan hasil seperti mereka,2
negatif,yang tidak sambung itu jokowi dia tidak simak masalah game online sudah jawab sandiaga uno dan sambung oleh prabowo masalah game online itu cuma hal kecil yang perlu sekarang ini adalah lapang kerja tingkat sejahtera tani dan turun harga kamu tonton lagi rekamany,0
negatif,jangan main fitnah begitu donggausah lihat tangan kaki kalian semua para dungu getar takut dengar pilih guru kami untuk pilih pak prabowo kalian kan sudah dukung oleh ratus orang yang pengaruh di indonesiamengapa takut dengan orang guru aji,0
positif,janji manis para pilih presiden partai adil sejahtera menang bebas pajak kendara prabowo sandi menang gaji kerja untuk rakyat miskin jokowi menang anggur gaji bagaimana kalau mereka di menang semua,2
positif,industri kecil apa bisa jadi topang ekonomitidak bengkalai tetapi industri kita masih belum bisa saing karena infrastruktur kita yang tinggal jauhmakanya ada prioritas dalam bangun tidak akan bisa sekaligussemua tahap dan hasil akan baik,2
negatif,sayang sekali pak jokowi tidak bahas ekonomi digital dan guna multifungi dari elektonik kartu tanda duduk,0
negatif,adegan iconik di debat ke prabowo ekonomi kita puruk karena ada elite kuasa dan nikmat kaya bangsa ini kiai sama apa bapak masuk itu prabowo ya saya yang itu oalahselama ini prabowo lagi bicara diri sendiri toh hehe,0
negatif,kata prabowo harga dari tani naik tapi harga ke konsumen murah tanya saya untuk tutup rugi negara dapat uang dari mana masak iya prinsip dagang beli mahal jual murah sama saja hoaks wkwk tidak ada yang nama dagang beli mahal jual murah hehe,0
positif,soal manfaat untuk negara apa ndakurusan nanti yang penting kalian dapat kerja bagus gaji gede dan pasti happy duit banyak hati happy pasti pikir buka untuk investasi itu duit jadi usaha padat karya buka lap kerja atau sekali sedekah ke kaum marjinal selamat juang,2
positif,bukti ikhlas abdi demi rakyat bangsa dan negara rela wakaf jiwa raga harta pikir tanpa pamrih jangan yang lainrela tidak terima gaji bagai presiden dan wakil presiden masyaaallahinilah pimpin yang tunggu salam ini insyaaallah berkahaamiin,2
negatif,kalau kata pak prabowo jokowi tidak salah kok yang salah itu susilo bambang yudhoyono soal bikin arah ekonomi jadi ikut salah,0
negatif,jokowi pintar ngeles sudah gagal bangun ekonomi pakai alas ekonomi makro bro sekarang masalah nya tumbuh ekonomi rendah stuck di kok pakai alas ekonomi makro memang jaman presiden belum nya bukan ekonomi makro,0
netral,jika menang prabowosandi tak akan ambil gaji mereka,1
negatif,strategi cebong gampang riak orang lain hoaks bilang orang lain pesimis ketika prabowo sandi optimis dia ngeles ekonomi makro lah apa lah zaman pak susilo bambang yudhoyono arti bukan ekonomi makro ya listrik murah kok harga sembako murah kok bangun juga banyak,0
negatif,pak prabowo saja bilang hancur ekonomi gara pimpin dahulu ya hitung saja proporsional masing pimpin dahulu kuasa berapa lama ya orde baru sekarang kamu minta order baru lagi yang pimpin sehat kau bambanggg,0
negatif,sudah miskin mentalmiskin hartamiskin harga dirimiskin ilmu mati saja kampret itu wkwk,0
negatif,nama saja prabowo salah bowo malah kata bangun ekonomi indonesia salah arah tak lepas dari andil presidenpresiden belum jokowi jangan di dengerlah sih prabowo itu,0
positif,apa yang sudah dutarakan pak sandi sudah drasakan masyarakat tetapi pak jokowi ngeles itu bijak beliau awal perintah ekonomi mikro makro sudah utara oleh pak sandi pak jokowi nya saja yang tidak bisa tangkap,2
netral,belum calon presiden nomor urut prabowo subianto sebut salah ekonomi di indonesia saat ini jadi bukan semata karena salah calon presiden tahan jokowi tetapi juga salah dari presidenpresiden dahulu,1
netral,perlu kita ingat bahwa dasar negara kita ideologi kita pancasaila negara satu republik indonesia bineka tunggal ika undang undang dasar sudah final harga mati dan tidak bisa ganggu gugat jokowi,1
negatif,anak suruh main calon kerja kasih kartu anggur kasih gaji tenaga kerja asing kasih kerja mantull,0
negatif,nama saja prabowo salah cara tidak langsung bowo tuding perintah era susilo bambang yudhoyono lama tahun turut dosa atas kondisi ekonomi jangan di dengerlah sih prabowo itu,0
positif,tentu saja ada pengaruh goblok game itu peluang bisnis bisa juga cipta lapang kerja di jepang game itu jadi salah satu gerak ekonomi negara bisa ambil pajak yang lumayan itu,2
netral,jokowi serang sandiaga ini ekonomi makro tidak bisa dasar keluh ibu ini ibu itu,1
negatif,tolol lap nih sih miraprojoekonomi bangsa kok lari ke gamehancur generasi kalo model kayak ginipantas indonesia ekonomi berkutet di,0
positif,jujur saja ya pak prabowo bapak baru koar sekarang karena calon presiden tidak ambil gaji rupiah pun gue sudah kerja tahun lebih lah dan tidak pernah gue ambil gaji rupiah pak jokowi tetap baik,2
negatif,bahas ekonomi kelas dan wakil tidak paham antara ekonomi mikro yang temu sandi memang sudah jelas pandang politik nya jadi sudah jelas pandang nya padahal kalau bicara uang ribu dapat saja sudah tipu tarif dasar listrik untuk rakyat miskin watt tidak pernah naik sandi bohong,0
positif,ayo k tempat mungut suara dan tusuk prabowo sandi makin kinclong di hati rakyat terus calon presiden dan cawapresx tidak ambil gajinyaaaa lo di serah k fakir miskin kaum duafa dan lain lain ingat di tempat mungut suara tusuk yaaaaadebat pamugkas tadi di kan pasang calon prabowo sandi pictwittercomkewgigkul,2
negatif,rossi percuma kamu cepat kalau negara kamu masih miskin harga pangan mahal listrik mahal cari kerja susah dan aman kita hancur ujar presiden italia prabowo musolini,0
netral,tang pilih presiden prabowosandi tak akan ambil gaji,1
netral,janji untuk bayar pajak tunjuk warga negara yang baik taat hukum,1
netral,berkat jokowi rakyat di dalam akhir punya akses ekonomi yang mudah,1
positif,the great closing nyata from the next indonesia pimpin kami komitmen dua untuk tidak ambil gaji rupiah pun jika kami dapat amanah ini kami akan,2
negatif,kartu jokowi bukti jokowi gagal gagal stabil harga cenderung mahal sehingga ada kartu sembako murah gagal sedia lapang kerja sehingga sehingga keluar kartu prakerja gagal sedia didik jangkau sehingga muncul kartu pintar april,0
netral,prabowosandi ingin pangkas pajak kerja agar tax ratio naik,1
positif,rupiah pun gaji tidak akan ambil dan akan beri kepada negara dan rakyat miskin dan dhuafa sandi jangan ragu lagi,2
positif,yakin dan optimis jokowi bisa jawab soal rakyat kait ekonomi dan sejahtera,2
netral,prabowo sebut bijak ekonomi salah presiden dahulu agus harimurti yudhoyono kita harus objektif,1
netral,jika pilih prabowosandi tak akan ambil gaji,1
netral,jika pilih prabowosandi sumbang gaji buat fakir miskin,1
negatif,uang dari pajak rakyat hambur artis bayar pakai uang rakyat sudah buat curang di malaysia rezim takut kalah,0
negatif,harus bahas ekonomi lap kerja masa kelas preaident amatir begitu atau jangan jangan memang enggak erti enggak kelas lah,0
negatif,narasi nya kacau referensi hanya dari atta halilintar dan jess no limit sama seperti himbauan kumpul kalajengking karena harga liter capai miliar itu pikir anak sekolah kalau anak anak kita arah untuk jadi atta atau jess lalu siapa yang tanam padi,0
netral,prabowo mau naik tax ratio jadi jokowi ekonomi bisa shock,1
negatif,bodoh macam apa lagi ini kebelet banget ingin jadi presiden ge santay saja kali pak janji tak ambil gaji jika menang pilih presiden prabowo bukti kita tulus,0
netral,prabowosandi komitmen tak ambil gaji jika pilih sandiaga allah subhanahu wa taala sudah baik,1
netral,prabowosandi komitmen tak akan ambil gaji rupiah pun jika pilih mau mana gaji mereka mobile,1
positif,itu beda pimpin dan bukan pimpin pimpin pecah masalah cara makro untuk seluruh rakyat pimpin kw pecah masalah dasar keluh orang hasil seperti tgupp daerah khusus ibukota yang gaji untuk senang mereka bukan pecah masalah daerah khusus ibukota banjir dan macet,2
negatif,pak saya ayah dari orang anak dan orang isteri tumpang curhat pak kok harga tiket belum turunturun ini pak bagaimana ya saya saat ini domisili di makassar namun keluarga saya ada di jakarta mohon bantu pak apalagi sebentar lagi hari raya,0
